lakeid,title_lake,title,link,citation,archive_link
aech_00162,Goose Lake,Goose Lake Dries Up,https://earthobservatory.nasa.gov/images/86358/goose-lake-dries-up,,
aech_00162,Goose Lake,"site not secure, temporary??",https://www.tularebasinwatershedpartnership.org/goose-lake.html,,
aech_00162,Goose Lake,Explore Important Bird Areas (IBA) Interactive Map,https://www.audubon.org/important-bird-areas/goose-lake-modoc-co,,
aech_00162,Goose Lake,Goose Lake Watershed,https://sacriver.org/explore-watersheds/northeast-subregion/pit-river-watershed/goose-lake-watershed,,
aech_00162,Goose Lake,Oregon-California Goose Lake Interstate Compact,https://oregon.public.law/statutes/ors_542.520,,
aech_00162,Goose Lake,Goose Lake Fishes Conservation Strategy,https://lakecountywsc.com/goose-lake-basin,,
aech_00162,Goose Lake,Goose Lake State Recreation Area,https://stateparks.oregon.gov/index.cfm?do=park.profile&parkId=1,,
aech_00163,Grasshopper Valley,Geographic Names Information System (GNIS),https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/260800,,
aech_00163,Grasshopper Valley,Grasshopper Valley Groundwater Basin,https://water.ca.gov/-/media/DWR-Website/Web-Pages/Programs/Groundwater-Management/Bulletin-118/Files/2003-Basin-Descriptions/6_094_GrasshopperValley.pdf,,
aech_00164,Honey Lake,,,"Messager, M. L., B. Lehner, G. Grill, I. Nedeva, and O. Schmitt. 2016. Estimating the volume and age of water stored in global lakes using a geo-statistical approach. Nature Communications 7:13603. Data is available at www.hydrosheds.org.",
aech_00164,Honey Lake,Honey Lake Wildlife Area,https://wildlife.ca.gov/Lands/Places-to-Visit/Honey-Lake-WA,,
aech_00164,Honey Lake,Explore Important Bird Areas (IBA) Interactive Map,https://www.audubon.org/important-bird-areas/honey-lake-valley,,
aech_00165,Indian Tom Lake,Geographic Names Information System (GNIS),https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/261769,,
aech_00165,Indian Tom Lake,,,"Lake coordinates, Google Earth, earth.google.com/web/",
aech_00166,Kern National Wildlife Refuge,Kern National Wildlife Refuge Complex,https://www.fws.gov/sites/default/files/documents/Kern_NWRC_brochure_web_508.pdf,,
aech_00166,Kern National Wildlife Refuge,Kern National Wildlife Refuge Pond Water Quality,https://waterdata.usgs.gov/nwis/inventory/?site_no=354451119363201&agency_cd=USGS&amp,,
aech_00166,Kern National Wildlife Refuge,"Blank, check what this was in Working Master Database",,,
aech_00168,"Lago Los Osos, Quarry Lakes Regional Recreation Area",Quarry Lakes Regional Recreation Area,https://www.ebparks.org/parks/quarry-lakes#overview,,
aech_00168,"Lago Los Osos, Quarry Lakes Regional Recreation Area",Geographic Names Information System (GNIS),https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/2761819,,
aech_00169,Lake Almanor,,,"Ivey, G. L., 2004. Conservation Assessment and Management Plan for Breeding Western and Clark’s Grebes in California. 89.",
aech_00169,Lake Almanor,,,"Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00169,Lake Almanor,,,"Plumas Audubon Society. 2016. Audubon’s Aechmophorus Grebe Conservation Project Comprehensive Monitoring Report: 2010-2016 Almanor, Antelope, Davis, and Eagle Lakes, Plumas and Lassen Counties, California.",
aech_00169,Lake Almanor,"Blank, check what this was in Working Master Database",,,
aech_00169,Lake Almanor,Lake Almanor Information,https://plumascounty.org/get-outside/places-to-visit/lake-almanor/,,
aech_00169,Lake Almanor,Explore Important Bird Areas (IBA) Interactive Map,https://www.audubon.org/important-bird-areas/lake-almanor-area,,
aech_00169,Lake Almanor,Geographic Names Information System (GNIS),https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/256197,,
aech_00170,Lake Berryessa,,,"Messager, M. L., B. Lehner, G. Grill,  I. Nedeva, and O. Schmitt. 2016. Estimating the volume and age of water stored in global lakes using a geo-statistical approach. Nature Communications 7:13603.  Data is available at www.hydrosheds.org.; Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00170,Lake Berryessa,,,"Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00170,Lake Berryessa,Lake Berryessa Information,https://www.usbr.gov/mp/ccao/berryessa/,,
aech_00170,Lake Berryessa,Lake Berryessa Recreation Area Boating,http://www.dbw.ca.gov/BoatingFacilities/Details/1129,,
aech_00171,Lake Cachuma/Cachuma Reservoir,,,"Messager, M. L., B. Lehner, G. Grill,  I. Nedeva, and O. Schmitt. 2016. Estimating the volume and age of water stored in global lakes using a geo-statistical approach. Nature Communications 7:13603.  Data is available at www.hydrosheds.org.; Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00171,Lake Cachuma/Cachuma Reservoir,,,"Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00171,Lake Cachuma/Cachuma Reservoir,Cachuma Project,https://www.usbr.gov/projects/index.php?id=336,,
aech_00171,Lake Cachuma/Cachuma Reservoir,Cachuma Project Biological Opinion (BO),https://www.cachuma-board.org/stream-and-fish-habitat-restoration-projects,,
aech_00171,Lake Cachuma/Cachuma Reservoir,Cachuma Reservoir Water Level,https://rain.cosbpw.net/site/?site_id=105&site=70729dd9-97d4-430a-9271-7b6c195b49be&status=300&message=Redirection:%20Multiple%20Choices&continue=ZOm655lwaZiP5LvZyryhZqaGmaeqnopjp4axk5HIma9-rGulXlJao4bbjpGWbKd-qpZ3jVZfpbiumrrJ,,
aech_00172,Lake Davis,,,"Arsenault, D. 2015. Audubon's Aechmophorus Grebe Conservation Project Comprehensive Monitoring Report: 2010-2014. Final Report.; Plumas Audubon Society. 2016. Audubon’s Aechmophorus Grebe Conservation Project Comprehensive Monitoring Report: 2010-2016 Almanor, Antelope, Davis, and Eagle Lakes, Plumas and Lassen Counties, California.; Messager, M. L., B. Lehner, G. Grill,  I. Nedeva, and O. Schmitt. 2016. Estimating the volume and age of water stored in global lakes using a geo-statistical approach. Nature Communications 7:13603.  Data is available at www.hydrosheds.org.; Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00172,Lake Davis,,,"Plumas Audubon Society. 2016. Audubon’s Aechmophorus Grebe Conservation Project Comprehensive Monitoring Report: 2010-2016 Almanor, Antelope, Davis, and Eagle Lakes, Plumas and Lassen Counties, California.",
aech_00172,Lake Davis,,,"Messager, M. L., B. Lehner, G. Grill,  I. Nedeva, and O. Schmitt. 2016. Estimating the volume and age of water stored in global lakes using a geo-statistical approach. Nature Communications 7:13603.  Data is available at www.hydrosheds.org.",
aech_00172,Lake Davis,,,"Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00172,Lake Davis,Lake Davis Information,https://plumascounty.org/get-outside/places-to-visit/lake-davis/,,
aech_00172,Lake Davis,Introduced Fish in Lake Davis,https://video.ucdavis.edu/media/Fear+and+Fishing+in+Lake+Davis/1_ihfx7bkd/25823482,,
aech_00172,Lake Davis,Northern Pike and Lake Davis,https://wildlife.ca.gov/Regions/2/Lake-Davis,,
aech_00172,Lake Davis,Lake Davis Recreation Area,https://www.fs.usda.gov/recarea/plumas/recarea/?recid=71113,,
aech_00173,Lake Earl and Lake Talawa,,,"Jaques, D. 2010. Lake Earl Western Grebe Annual Monitoring Report 2010. Prepared for Ducks Unlimited.; Jaques, D. 2011. Lake Earl Western Grebe Annual Monitoring Report 2010. Prepared for Ducks Unlimited.",
aech_00173,Lake Earl and Lake Talawa,,,"Jaques, D. 2011. Lake Earl Western Grebe Annual Monitoring Report 2010. Prepared for Ducks Unlimited.",
aech_00173,Lake Earl and Lake Talawa,Explore Important Bird Areas (IBA) Interactive Map,https://www.audubon.org/important-bird-areas/del-norte-coast,,
aech_00173,Lake Earl and Lake Talawa,Del Norte County Important Aquatic Bird Area Description,https://avianknowledgenorthwest.net/wp-content/uploads/2017/03/delnortecoast.pdf,,
aech_00173,Lake Earl and Lake Talawa,Geographic Names Information System (GNIS) for Lake Talawa,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/235979,,
aech_00173,Lake Earl and Lake Talawa,Lake Earl Wildlife Area,https://wildlife.ca.gov/Lands/Places-to-Visit/Lake-Earl-WA#11348148-history,,
aech_00173,Lake Earl and Lake Talawa,Lake Earl and Lake Talawa Lagoon System,https://www.researchgate.net/publication/365687611_Time_series_modeling_of_rainfall_and_lake_elevation_in_relation_to_breaching_events_at_the_Lake_Earl_and_Tolowa_lagoon_system_coastal_northern_California,,
aech_00174,Lake Earl,,,"Jaques, D. 2010. Lake Earl Western Grebe Annual Monitoring Report 2010. Prepared for Ducks Unlimited.; Jaques, D. 2011. Lake Earl Western Grebe Annual Monitoring Report 2010. Prepared for Ducks Unlimited.",
aech_00174,Lake Earl,Explore Important Bird Areas (IBA) Interactive Map,https://www.audubon.org/important-bird-areas/del-norte-coast,,
aech_00174,Lake Earl,Del Norte County Important Aquatic Bird Area Description,https://avianknowledgenorthwest.net/wp-content/uploads/2017/03/delnortecoast.pdf,,
aech_00174,Lake Earl,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/222843,,
aech_00174,Lake Earl,Lake Earl Wildlife Area,https://wildlife.ca.gov/Lands/Places-to-Visit/Lake-Earl-WA#11348148-history,,
aech_00174,Lake Earl,Lake Earl and Lake Talawa Lagoon System,https://www.researchgate.net/publication/365687611_Time_series_modeling_of_rainfall_and_lake_elevation_in_relation_to_breaching_events_at_the_Lake_Earl_and_Tolowa_lagoon_system_coastal_northern_California,,
aech_00175,"Lake Evans and Lake Webb and Buena Vista Lake (historical), Buena Vista Aquatic Recreation Area",,,"Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00175,"Lake Evans and Lake Webb and Buena Vista Lake (historical), Buena Vista Aquatic Recreation Area",Buena Vista Aquatic Recreation Area,https://www.kerncounty.com/Home/Components/FacilityDirectory/FacilityDirectory/2/15202,,
aech_00175,"Lake Evans and Lake Webb and Buena Vista Lake (historical), Buena Vista Aquatic Recreation Area",,"Lake coordinates, Google Earth, earth.google.com/web/",,
aech_00176,Lake Hennessey,,,"Messager, M. L., B. Lehner, G. Grill,  I. Nedeva, and O. Schmitt. 2016. Estimating the volume and age of water stored in global lakes using a geo-statistical approach. Nature Communications 7:13603.  Data is available at www.hydrosheds.org.; Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00176,Lake Hennessey,,,"Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00176,Lake Hennessey,Geographic Names Information System (GNIS),https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/234004,,
aech_00176,Lake Hennessey,Lake Hennessey Boating and Fishing,http://www.cityofnapa.org/580/Lake-Hennessey-Boating-Fishing,,
aech_00176,Lake Hennessey,Lake Hennessey Recreation Area,http://www.dbw.ca.gov/BoatingFacilities/Details/1130,,
aech_00177,Lake Henshaw,,,"Messager, M. L., B. Lehner, G. Grill,  I. Nedeva, and O. Schmitt. 2016. Estimating the volume and age of water stored in global lakes using a geo-statistical approach. Nature Communications 7:13603.  Data is available at www.hydrosheds.org.; Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00177,Lake Henshaw,,,"Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00177,Lake Henshaw,Lake Henshaw Information,https://www.vidwater.org/lake-henshaw,,
aech_00177,Lake Henshaw,Lake Henshaw Water - Vista Irrigation District,https://www.vidwater.org/our-water,,
aech_00177,Lake Henshaw,Lake Henshaw Recreation,http://www.dbw.ca.gov/BoatingFacilities/Details/194,,
aech_00178,Lake Hodges/Hodges Reservoir,,,"Messager, M. L., B. Lehner, G. Grill,  I. Nedeva, and O. Schmitt. 2016. Estimating the volume and age of water stored in global lakes using a geo-statistical approach. Nature Communications 7:13603.  Data is available at www.hydrosheds.org.; Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00178,Lake Hodges/Hodges Reservoir,,,"Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00178,Lake Hodges/Hodges Reservoir,Hodges Reservoir Information,https://www.sandiego.gov/reservoirs-lakes/hodges-reservoir,,
aech_00178,Lake Hodges/Hodges Reservoir,Hodges Reservoir Water Facilities,https://www.sdcwa.org/projects-programs/facilities/lake-hodges/,,
aech_00178,Lake Hodges/Hodges Reservoir,Lake Hodges Water - Santa Fe Irrigation District,https://www.sfidwater.org/178/Water-Sources,,
aech_00178,Lake Hodges/Hodges Reservoir,Explore Important Bird Areas (IBA) Interactive Map,https://www.audubon.org/important-bird-areas/san-pasqual-valley-lake-hodges,,
aech_00179,Lake Isabella/Isabella Lake,,,"Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00179,Lake Isabella/Isabella Lake,,,,
aech_00179,Lake Isabella/Isabella Lake,Lake Isabella Recreation,https://www.fs.usda.gov/recarea/sequoia/recarea/?recid=79911,,
aech_00179,Lake Isabella/Isabella Lake,Isabella Lake Dam,https://www.spk.usace.army.mil/Missions/Civil-Works/Isabella-Dam/,,
aech_00179,Lake Isabella/Isabella Lake,Geographic Names Information System (GNIS),https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/271737,,
aech_00179,Lake Isabella/Isabella Lake,Lake Isabella Flood Area,https://kernpublicworks.com/building-and-code/floodplain-management/lake-isabella-flood-area/,,
aech_00179,Lake Isabella/Isabella Lake,Lake Isabella Information,https://www.gsnma.org/things-to-see/lake-isabella/,,
aech_00179,Lake Isabella/Isabella Lake,Lake Isabella Recreation,https://www.kerncounty.com/Home/Components/FacilityDirectory/FacilityDirectory/16/32619,,
aech_00180,Lake Mendocino,,,"Messager, M. L., B. Lehner, G. Grill,  I. Nedeva, and O. Schmitt. 2016. Estimating the volume and age of water stored in global lakes using a geo-statistical approach. Nature Communications 7:13603.  Data is available at www.hydrosheds.org.; Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00180,Lake Mendocino,,,"Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00180,Lake Mendocino,Lake Mendocino Recreation,https://www.spn.usace.army.mil/Missions/Recreation/Lake-Mendocino/,,
aech_00180,Lake Mendocino,Sonoma Water - Water Shortage Assessment Report,https://www.sonomawater.org/water-supply,,
aech_00180,Lake Mendocino,Lake Mendocino Boating,http://www.dbw.ca.gov/BoatingFacilities/Details/22,,
aech_00181,Lake Merced,Lake Merced Information,https://www.sfparksalliance.org/our-parks/parks/lake-merced,,
aech_00181,Lake Merced,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/228515,,
aech_00182,Lake San Antonio,Geographic Names Information System (GNIS) for Lake Earl,https://www.co.monterey.ca.us/government/departments-i-z/public-works-facilities-parks/county-parks/list-of-county-parks/lake-san-antonio,,
aech_00182,Lake San Antonio,,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/254200,,
aech_00183,Lake Shastina,,,"Messager, M. L., B. Lehner, G. Grill,  I. Nedeva, and O. Schmitt. 2016. Estimating the volume and age of water stored in global lakes using a geo-statistical approach. Nature Communications 7:13603.  Data is available at www.hydrosheds.org.; Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00183,Lake Shastina,,,"Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00183,Lake Shastina,Lake Shastina Water Quality,https://www.waterqualitydata.us/provider/STORET/CEDEN/CEDEN-105TS0941/,,
aech_00183,Lake Shastina,Lake Shastina History,https://www.lakeshastina.com/history-of-lake-shastina,,
aech_00183,Lake Shastina,Lake Shastina Limnology,https://www.usgs.gov/publications/limnological-study-lake-shastina-siskiyou-county-california,,
aech_00184,Lake Skinner/Skinner Reservoir,Skinner Dam Information,http://cdec.water.ca.gov/dynamicapp/profile?s=SKN&type=dam,,
aech_00184,Lake Skinner/Skinner Reservoir,Lake Skinner Recreation Area,https://www.rivcoparks.org/lake-skinner-recreation-area,,
aech_00184,Lake Skinner/Skinner Reservoir,Lake Skinner Water Treatment - Rainbow Municipal Water District,https://www.rainbowmwd.com/your-water-supply-61585ca,,
aech_00184,Lake Skinner/Skinner Reservoir,Lake Skinner Quagga Mussel Control - Metropolitan Water District of Southern California,https://www.mwdh2o.com/your-water/water-quality-and-treatment/,,
aech_00184,Lake Skinner/Skinner Reservoir,Lake Skinner Recreation Area Information,https://www.rivcoparks.org/_files/ugd/691623_ddc9e1793b6e4ad6a00dfb50ad46eee5.pdf,,
aech_00184,Lake Skinner/Skinner Reservoir,Geographic Names Information System (GNIS) for Lake Earl,https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/249541,,
aech_00185,Lake Success,,,"Messager, M. L., B. Lehner, G. Grill,  I. Nedeva, and O. Schmitt. 2016. Estimating the volume and age of water stored in global lakes using a geo-statistical approach. Nature Communications 7:13603.  Data is available at www.hydrosheds.org.; Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00185,Lake Success,,,"Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00185,Lake Success,Lake Success Information,https://www.spk.usace.army.mil/Missions/Recreation/Success-Lake/,,
aech_00185,Lake Success,Explore Important Bird Areas (IBA) Interactive Map,https://www.audubon.org/important-bird-areas/lake-success-area,,
aech_00185,Lake Success,Success Dam Water Data,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SCC,,
aech_00185,Lake Success,Lake Success Water Level,https://www.spk-wc.usace.army.mil/fcgi-bin/midnight.py?days=0&report=SCCLVL,,
aech_00187,Los Banos Reservoir/Los Banos Creek Reservoir,,https://www.recreation.gov/camping/gateways/23,,
aech_00187,Los Banos Reservoir/Los Banos Creek Reservoir,,https://www.usbr.gov/projects/index.php?id=280,,
aech_00187,Los Banos Reservoir/Los Banos Creek Reservoir,,https://www.parks.ca.gov/?page_id=670,,
aech_00187,Los Banos Reservoir/Los Banos Creek Reservoir,,https://www.parks.ca.gov/?page_id=670,,
aech_00188,Loveland Reservoir,,https://edits.nationalmap.gov/apps/gaz-domestic/public/search/names/272249,,
aech_00188,Loveland Reservoir,,https://www.sweetwater.org/256/Loveland-Reservoir,,
aech_00188,Loveland Reservoir,,https://www.fs.usda.gov/detailfull/cleveland/recreation/fishing/?cid=stelprdb5275770&width=full,,
aech_00189,"Lower Klamath Lake, Lower Klamath National Wildlife Refuge",,https://edits.nationalmap.gov/apps/gaz-domestic/public/search/names/02ece18e-0460-5c79-8d06-bb2ca1a66183/summary,,
aech_00189,"Lower Klamath Lake, Lower Klamath National Wildlife Refuge",,https://www.fws.gov/refuge/lower-klamath/visit-us/locations/lower-klamath-national-wildlife-refuge,,
aech_00189,"Lower Klamath Lake, Lower Klamath National Wildlife Refuge",,https://www.nature.org/en-us/get-involved/how-to-help/places-we-protect/lower-klamath-basin/,,
aech_00189,"Lower Klamath Lake, Lower Klamath National Wildlife Refuge",,https://groundwaterexchange.org/basin/klamath-river-valley-2/,,
aech_00189,"Lower Klamath Lake, Lower Klamath National Wildlife Refuge",,https://www.oregonhistoryproject.org/articles/historical-records/lower-klamath-marshes/,,
aech_00189,"Lower Klamath Lake, Lower Klamath National Wildlife Refuge",,https://www.waterboards.ca.gov/northcoast/water_issues/programs/wpc/07klmsec2.pdf,,
aech_00189,"Lower Klamath Lake, Lower Klamath National Wildlife Refuge",,https://www.audubon.org/news/the-klamath-basins-water-crisis-growing-disaster-waterfowl,,
aech_00189,"Lower Klamath Lake, Lower Klamath National Wildlife Refuge",,https://indicators.ucdavis.edu/cwip/huc/1801020414,,
aech_00191,"Lower Klamath private area, includes Chalk Banks/The Honker Hunt Clubs, Indian Tom Lake and area south of, Alkali Lakes, and Marsh Island Ranch",,"Lake coordinates, Google Earth, earth.google.com/web/",,
aech_00191,"Lower Klamath private area, includes Chalk Banks/The Honker Hunt Clubs, Indian Tom Lake and area south of, Alkali Lakes, and Marsh Island Ranch",,https://klamathcountyhistoricalsociety.org/images/Trumpeters/1993SeptemberTrumpeter_33.pdf,,
aech_00192,Lower Otay Reservoir/Lower Otay Lake,,,"Messager, M. L., B. Lehner, G. Grill,  I. Nedeva, and O. Schmitt. 2016. Estimating the volume and age of water stored in global lakes using a geo-statistical approach. Nature Communications 7:13603.  Data is available at www.hydrosheds.org.; Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
aech_00192,Lower Otay Reservoir/Lower Otay Lake,,,"Lehner, B., C. Reidy Liermann, C. Revenga, C. Vorosmarty, B. Fekete, P. Crouzet, P. Doll, M. Endejan, K. Frenken, J. Magome, C. Nilsson, J.C. Robertson, R. Rodel, N. Sindorf, and D. Wisser. 2011. Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",
